StateID,Year,Quarter,TotalProd,TaxableBottlesCansProd,TaxableKegsProd,TaxablePremUseProd,TaxFreeExportProd,TaxFreePremUseProd,StocksOnHand
AL,2021,Q3,17888.34,,2026.11,12302.93,0.0,,5569.28
AK,2021,Q3,48763.73,,11606.47,14060.48,0.0,266.24,13795.92
AZ,2021,Q3,351594.26,643920.02,19711.64,12338.54,0.0,642.97,192301.19
AR,2021,Q3,13800.34,,,8851.71,0.0,,3844.36
CA,2021,Q3,3821003.0,,296455.88,147380.0,,1368.82,1206935.29
CO,2021,Q3,5482772.0,4750540.46,382640.19,57607.0,4883.01,1788.58,1718071.65
CT,2021,Q3,53685.78,30997.86,9627.17,10924.69,0.0,318.11,21735.63
DE,2021,Q3,,,,5864.59,,,
DC,2021,Q3,10139.92,,,7134.47,0.0,0.0,4256.34
FL,2021,Q3,,,225816.64,47783.98,,1896.64,522779.1
GA,2021,Q3,3629490.2,3204965.95,72986.57,21007.58,,306.71,943421.98
HI,2021,Q3,25929.94,,,3816.55,,,9004.17
ID,2021,Q3,15316.13,9614.47,4765.11,4785.0,,250.46,6757.91
IL,2021,Q3,338622.0,295474.84,29421.06,31268.0,,741.29,81435.15
IN,2021,Q3,56644.02,27173.62,12495.31,15147.38,0.0,267.82,28007.94
IA,2021,Q3,38728.98,,4844.96,21026.8,,171.81,13059.29
KS,2021,Q3,8239.47,,1164.72,3947.56,0.0,263.62,2791.05
KY,2021,Q3,92631.03,,6375.87,8381.45,0.0,,55969.77
LA,2021,Q3,60911.22,,,20470.24,,106.67,28236.59
ME,2021,Q3,79782.11,29486.49,25131.0,21867.49,0.0,241.13,25460.62
MD,2021,Q3,113824.0,93128.52,14070.76,12151.0,,1655.76,35188.29
MA,2021,Q3,144349.09,77302.58,31450.19,28492.32,,396.18,42084.02
MI,2021,Q3,372638.46,235277.35,67728.61,39816.07,,1718.47,173797.9
MN,2021,Q3,306616.0,220278.01,34712.83,36788.0,,688.71,78565.23
MS,2021,Q3,4875.39,,,2381.94,0.0,,4735.82
MO,2021,Q3,,,,12714.23,,531.5,
MT,2021,Q3,50977.04,18862.65,10846.9,16812.91,0.0,924.8,15497.94
NE,2021,Q3,13989.99,,1910.41,7951.41,,189.82,5703.79
NV,2021,Q3,18549.33,6199.15,4079.61,4659.47,,,1779.91
NH,2021,Q3,,,41386.15,16152.17,,334.78,
NJ,2021,Q3,954201.32,989671.27,,25990.83,,347.84,
NM,2021,Q3,33989.76,16011.82,8316.1,6332.57,,554.04,14656.72
NY,2021,Q3,2616763.18,2307510.65,139652.66,41778.51,,1211.08,728231.25
NC,2021,Q3,472742.66,297443.93,60002.99,54234.37,,758.93,217529.98
ND,2021,Q3,3513.77,0.0,0.0,3333.88,0.0,,1334.79
OH,2021,Q3,4761056.12,4296633.83,275140.99,36836.36,,1493.27,1020341.48
OK,2021,Q3,33240.0,,,7610.0,0.0,199.03,
OR,2021,Q3,441319.35,297603.17,62540.57,41686.23,872.22,390.01,102358.4
PA,2021,Q3,1732524.15,1386722.41,183697.37,28797.0,,1729.44,460466.04
RI,2021,Q3,26538.71,14802.5,2895.32,10142.55,0.0,,9204.57
SC,2021,Q3,29313.17,3860.72,2782.4,17090.0,,366.88,22135.66
SD,2021,Q3,6390.16,,,4556.27,0.0,,2524.43
TN,2021,Q3,677762.52,668546.75,6767.62,23389.63,,1006.62,325267.59
TX,2021,Q3,5117878.0,4362076.63,207813.66,61426.0,,2053.01,1097196.45
UT,2021,Q3,40282.35,16294.7,9500.53,9394.6,0.0,,15271.48
VT,2021,Q3,96836.2,55387.89,18028.91,7406.71,0.0,39.41,40168.77
VA,2021,Q3,3742844.27,3278302.09,226256.8,50241.95,,332.23,735811.91
WA,2021,Q3,190195.37,71620.78,44424.2,47166.28,97.3,845.06,51853.2
WV,2021,Q3,3366.2,,456.2,2508.42,0.0,27.14,2299.08
WI,2021,Q3,2868222.0,2387817.64,,75926.0,16643.48,1275.97,892935.3
WY,2021,Q3,18278.51,,6056.55,4844.21,,,5606.81
AL,2021,Q4,15157.27,,1619.76,10511.6,0.0,,5473.95
AK,2021,Q4,29156.71,,7532.3,8098.4,0.0,112.18,9209.29
AZ,2021,Q4,417452.48,441772.7,22590.68,13869.6,0.0,757.06,165716.64
AR,2021,Q4,9393.53,,,6961.29,0.0,,3966.02
CA,2021,Q4,3239193.0,2668943.6,289636.6,117560.0,,5238.67,1098112.55
CO,2021,Q4,4991461.0,4448101.69,344761.05,45539.0,3276.45,2537.28,1470633.74
CT,2021,Q4,49684.4,26670.77,6646.53,12549.76,0.0,307.7,19504.23
DE,2021,Q4,,,,4914.11,0.0,,
DC,2021,Q4,10744.0,,,6874.0,0.0,,4087.54
FL,2021,Q4,,,234913.31,50226.0,,1887.38,517618.25
GA,2021,Q4,3660291.7,3183668.94,89581.76,21955.23,,291.73,890971.72
HI,2021,Q4,20583.56,,,2831.42,,,8619.27
ID,2021,Q4,8602.05,6475.16,3004.31,3717.0,,260.21,7227.72
IL,2021,Q4,336090.0,297902.81,26905.42,27236.0,,728.85,73661.62
IN,2021,Q4,39854.95,17620.41,9776.39,13038.75,0.0,80.45,18301.77
IA,2021,Q4,34534.94,,3259.56,17641.97,,161.29,12847.96
KS,2021,Q4,6798.0,,1073.32,2846.77,0.0,289.82,2618.69
KY,2021,Q4,51050.0,48596.87,5274.11,8091.0,0.0,,53927.43
LA,2021,Q4,54039.0,,,19946.0,,143.06,
ME,2021,Q4,60108.52,22984.47,21013.62,16789.31,,119.41,21257.01
MD,2021,Q4,108365.0,91581.2,10322.05,10334.0,,835.44,28602.94
MA,2021,Q4,111282.32,57582.79,25616.18,23463.43,166.52,442.81,40768.42
MI,2021,Q4,293097.6,195091.5,52062.56,29146.55,,1263.35,133304.4
MN,2021,Q4,484624.34,,20548.11,25683.74,,411.18,70339.34
MS,2021,Q4,4105.81,,,2195.55,0.0,,4870.34
MO,2021,Q4,,,,12225.31,,805.37,
MT,2021,Q4,33246.17,12034.44,6899.93,9751.44,0.0,586.12,14960.82
NE,2021,Q4,12822.25,,1585.08,8060.59,0.0,188.57,5210.92
NV,2021,Q4,16661.0,,,6262.0,,,4745.9
NH,2021,Q4,,,,13106.45,,230.65,
NJ,2021,Q4,830940.43,826565.82,,23013.5,,419.75,
NM,2021,Q4,30803.44,12478.17,7304.42,5854.46,0.0,235.67,14957.68
NY,2021,Q4,2259462.25,1971741.21,129102.86,34833.73,,4816.39,613405.69
NC,2021,Q4,430182.39,375417.59,56157.64,48083.26,,391.48,179473.52
ND,2021,Q4,3844.43,0.0,0.0,3663.63,0.0,34.24,1167.78
OH,2021,Q4,4669257.81,4248631.91,268157.99,29488.02,,1588.84,898468.9
OK,2021,Q4,16735.0,,,10749.0,0.0,,18938.75
OR,2021,Q4,387255.0,240041.46,50284.89,31372.0,1349.57,183.0,86708.73
PA,2021,Q4,1298794.0,1015078.35,139387.36,26750.0,,2509.28,422539.6
RI,2021,Q4,17333.93,8250.29,2304.87,7017.55,,178.68,6295.13
SC,2021,Q4,35869.0,3014.12,2142.44,14260.0,,110.63,26775.31
SD,2021,Q4,3250.89,,,2097.9,0.0,,2516.63
TN,2021,Q4,464165.0,397356.42,5638.85,19606.0,0.0,1092.81,283707.14
TX,2021,Q4,4809677.0,4210585.27,220535.87,57807.0,,2155.78,960326.59
UT,2021,Q4,37383.24,12657.94,7260.84,10546.14,0.0,,15157.55
VT,2021,Q4,80407.34,51408.62,14615.47,6579.7,0.0,,22979.55
VA,2021,Q4,3506354.0,3027236.52,215719.64,41331.0,,438.86,700831.11
WA,2021,Q4,144776.51,62773.45,35996.34,30312.11,,884.97,43860.33
WV,2021,Q4,2871.31,,248.53,2435.6,0.0,,1323.57
WI,2021,Q4,2608781.0,2212143.04,,33539.0,18993.7,816.74,867580.68
WY,2021,Q4,13102.43,,5387.81,1550.4,,,4811.59
AL,2022,Q1,15418.42,,2001.37,9078.36,0.0,,5136.7
AK,2022,Q1,38487.0,,7896.15,8617.64,0.0,100.47,12335.18
AZ,2022,Q1,400959.68,,18407.66,18128.34,0.0,1016.06,
AR,2022,Q1,11476.1,,,7206.37,0.0,,4260.29
CA,2022,Q1,3320668.4400000023,2645335.790000001,279474.79,142471.1399999999,72198.72,7044.47,1048648.14
CO,2022,Q1,4543899.74,3794050.69,337309.39,47692.697,3488.79,1359.01,1495900.21
CT,2022,Q1,50531.37,25302.11,6183.51,10579.25,0.0,110.1,22982.24
DE,2022,Q1,,,,4517.59,,288.56,
DC,2022,Q1,10152.15,,,6428.21,0.0,,6100.34
FL,2022,Q1,,,276405.13,68439.32000000002,,2367.31,527409.009
GA,2022,Q1,3125289.52,2705683.65,81289.19,25333.48,,662.61,842192.55
HI,2022,Q1,22532.91,,7418.18,3307.85,,,7873.86
ID,2022,Q1,9891.81,6922.66,3780.283,3906.06,0.0,247.38,7056.16
IL,2022,Q1,376791.605,312391.04,27280.72,34457.31,,602.0,105520.072
IN,2022,Q1,46350.7,34570.25,10468.93,11753.16,0.0,48.0,31313.75
IA,2022,Q1,34022.13,,3150.68,15344.93,,194.81,14940.54
KS,2022,Q1,7063.05,,906.08,3003.72,0.0,340.44,3093.61
KY,2022,Q1,58916.37,52514.18,5905.62,8082.735,0.0,69.43,60054.97
LA,2022,Q1,50415.31,,,22755.92,,121.27,24886.88
ME,2022,Q1,62224.43,21702.64,19699.04,15042.93,,210.89,23050.07
MD,2022,Q1,154254.51,133686.56,11378.88,10034.35,,616.18,28950.2
MA,2022,Q1,123537.012,64506.330000000016,23059.300000000003,18526.006,,330.95,48863.013
MI,2022,Q1,349899.9,209690.91,59785.54,27471.71,1368.22,1410.0499999999995,150883.63
MN,2022,Q1,,,22564.55,26837.87,,418.43,83963.89
MS,2022,Q1,4028.19,,,2263.77,0.0,,4570.0
MO,2022,Q1,,,,11792.536,,485.66,
MT,2022,Q1,39192.81,12060.36,7349.07,10486.17,0.0,935.27,17075.09
NE,2022,Q1,10321.018999999998,,1000.49,6488.06,0.0,145.96,4072.44
NV,2022,Q1,19265.41,,4230.33,8092.11,,,4061.79
NH,2022,Q1,,,,13739.66,0.0,241.47,
NJ,2022,Q1,897639.371,894834.553,,24580.225,,217.81,277946.919
NM,2022,Q1,32652.73,11017.28,7293.29,7333.32,0.0,258.36,17355.67
NY,2022,Q1,2354542.12,1941087.32,88256.24,30664.99,4622.59,1346.8799999999997,690461.91
NC,2022,Q1,422903.72,343239.17,56730.11,40418.43,,219.80999999999997,158961.97
ND,2022,Q1,3552.26,0.001,0.001,3182.03,0.0,36.38,1886.92
OH,2022,Q1,4325766.392,3704408.14,249367.35700000005,31505.75,,1264.5400000000002,936729.58
OK,2022,Q1,16709.99,,,10820.64,0.0,519.5699999999999,10615.27
OR,2022,Q1,347543.82,203608.43,52507.01,32816.07,1138.84,294.72,101889.726
PA,2022,Q1,1576199.7,1234262.28,135312.19,21502.09,,1572.5800000000002,477189.17
RI,2022,Q1,18464.61,8545.15,1731.88,5589.01,0.0,326.41,7543.44
SC,2022,Q1,,14794.52,2406.51,15448.12,,91.04,
SD,2022,Q1,4644.64,,,3316.79,0.0,10.13,3766.51
TN,2022,Q1,833380.23,607228.75,6211.63,22628.95,0.0,193.99,304595.34
TX,2022,Q1,4583248.19,3825635.24,220378.72,54173.13999999999,,2297.99,1006128.422
UT,2022,Q1,44052.92,14085.16,8617.31,12762.56,0.0,,15403.13
VT,2022,Q1,85941.38,48580.4,15775.9,7337.41,0.0,79.27,55287.13
VA,2022,Q1,3004209.4999999995,2644432.650000001,218142.21,40494.28999999999,,474.73,713090.37
WA,2022,Q1,143975.2300000001,54728.48999999999,35861.639999999985,34043.58999999998,159.16,733.5699999999999,51961.45
WV,2022,Q1,2705.04,,317.95,2204.59,0.0,39.35,1924.38
WI,2022,Q1,2645761.38,2142586.66,,37823.26,22280.59,1261.29,899311.29
WY,2022,Q1,13579.62,3650.17,3967.05,4161.52,,,4086.27
AL,2022,Q2,17872.489999999998,4689.910000000001,3270.0700000000006,10431.27,0.0,,6854.1
AK,2022,Q2,57540.17,,14466.819999999998,12657.38,,209.66,15638.25
AZ,2022,Q2,756639.73,598742.75,17782.05,21186.13,0.0,588.54,305309.66
AR,2022,Q2,14048.36,,,8381.31,0.0,,4467.67
CA,2022,Q2,3783565.6200000006,2908725.37,363133.12,159132.28,,1902.49,1061345.07
CO,2022,Q2,5631113.036000001,4635795.44,397784.0800000001,48976.48,2393.49,1819.51,1605937.131
CT,2022,Q2,61952.07,27449.57,9022.17,13338.59,0.0,183.04,30468.91
DE,2022,Q2,,,,6009.540000000001,,623.29,
DC,2022,Q2,11459.11,,,7759.740000000001,0.0,0.0,3790.8
FL,2022,Q2,,,271944.05999999994,58299.36399999999,,2312.11,501163.271
GA,2022,Q2,3642702.380000001,3271578.6400000006,80269.89,23572.48,,1033.03,836058.94
HI,2022,Q2,26389.86,,8351.5,3986.000000000001,0.0,,5889.62
ID,2022,Q2,12087.38,9269.14,4678.87,3971.2400000000007,0.0,290.07,7358.07
IL,2022,Q2,394652.6599999999,317366.13,32601.490000000005,42666.78999999999,,2253.58,129298.17
IN,2022,Q2,56663.850000000006,38001.73999999999,16689.449999999997,14245.460000000005,0.0,157.51,33687.92
IA,2022,Q2,38110.380000000005,,4781.4400000000005,19023.22,,204.05,16160.46
KS,2022,Q2,8099.460000000001,,1205.38,4057.14,0.0,307.22,3274.03
KY,2022,Q2,85850.8,,7105.82,10200.889999999998,0.0,64.09,58325.07
LA,2022,Q2,54906.31000000002,,,26638.320000000003,,200.55,26063.11
ME,2022,Q2,81973.08,30718.090000000007,26518.320000000003,19258.370000000003,60.29,235.03,25387.58
MD,2022,Q2,140965.25,119966.63000000002,13841.77,14012.659999999996,,861.62,32925.03
MA,2022,Q2,169932.703,95296.72,37034.100000000006,24093.447999999997,,429.98,52350.926
MI,2022,Q2,349997.2299999998,221898.16,70004.5,35180.67999999999,866.77,1743.1600000000003,140399.38
MN,2022,Q2,637513.65,,32383.97,32073.57999999999,,475.49000000000007,88079.41
MS,2022,Q2,4994.65,,,3026.9299999999994,0.0,,5478.4
MO,2022,Q2,,,,16500.41,,655.18,
MT,2022,Q2,41853.54000000001,15036.54,8738.439999999999,11784.399999999998,0.0,722.38,18022.52
NE,2022,Q2,11818.529,,1200.85,7704.989999999999,0.0,119.8,4368.33
NV,2022,Q2,21514.54,,5230.55,9766.350000000002,,,3876.99
NH,2022,Q2,,,,16486.62,,216.52,
NJ,2022,Q2,1220843.9889999991,1052543.611,,34543.20900000001,,135.15800000000002,338298.335
NM,2022,Q2,27602.950000000004,10595.87,7243.65,8483.31,0.0,,14459.06
NY,2022,Q2,2701570.02,2366104.6499999994,109823.69999999995,44008.60000000001,,1840.2,694117.21
NC,2022,Q2,491310.37,337440.5300000001,66647.21,51108.23999999998,,538.7399999999999,188013.62
ND,2022,Q2,4282.77,0.0,0.0,3962.04,0.0,,2425.7
OH,2022,Q2,4762017.025000004,4196577.430000002,287634.655,38199.17000000002,,1223.419,962339.294
OK,2022,Q2,17931.28,,327.84,13581.57,0.0,418.0,8331.35
OR,2022,Q2,440434.2799999999,247328.32,80615.31000000003,38865.08,,406.44,107961.236
PA,2022,Q2,1942191.37,1572369.7300000002,165553.44999999998,31351.56000000002,,2133.84,484098.63
RI,2022,Q2,25437.03,11420.23,3867.49,8562.400000000001,0.0,174.65,9718.1
SC,2022,Q2,,,2388.55,17345.58,0.0,52.37,
SD,2022,Q2,4545.4800000000005,,,3397.3399999999992,0.0,,2897.8
TN,2022,Q2,851416.581,655475.1099999999,7052.2300000000005,28105.35999999999,0.0,605.6500000000001,303749.87
TX,2022,Q2,5242982.280000001,4460242.76,256111.77000000005,61513.14000000001,,2111.925,1059666.81
UT,2022,Q2,48263.75999999999,16354.139999999998,9615.43,12881.8,0.0,,16712.25
VT,2022,Q2,88595.19,50605.16,18092.81,10984.93,0.0,36.59,27493.82
VA,2022,Q2,4123998.27,3363905.66,242805.53,50447.82000000003,155652.99,751.18,715269.26
WA,2022,Q2,178701.32599999994,70835.70999999999,46673.05000000001,39668.036000000015,,750.75,52822.27
WV,2022,Q2,2403.007,,293.43,2206.06,0.0,,1393.86
WI,2022,Q2,3248053.7600000007,2614327.6100000003,,55054.630000000005,17445.679999999997,1317.23,991233.38
WY,2022,Q2,14499.229999999998,3975.1,3625.27,4492.33,0.0,276.97,6234.74
AL,2022,Q3,18584.160000000003,5109.8,2505.49,10459.510000000002,0.0,,8389.82
AK,2022,Q3,34806.85000000001,,9931.29,9919.61,,83.74,12316.7
AZ,2022,Q3,785232.0100000001,665289.1799999999,14867.03,17971.050000000003,0.0,449.85,295757.6
AR,2022,Q3,13674.99,,,8791.250000000002,0.0,,4560.62
CA,2022,Q3,3846625.079999998,,318453.76000000007,154383.56,,2235.19,999942.27
CO,2022,Q3,5828755.367000001,4806064.662000001,354982.56999999995,53914.01999999999,2582.21,2556.9120000000003,1651592.801
CT,2022,Q3,52392.72,29206.960000000003,7982.009999999999,12939.53,,201.49,25565.32
DE,2022,Q3,,,,6259.42,,642.34,
DC,2022,Q3,10027.3,,,6526.58,0.0,0.0,2136.95
FL,2022,Q3,,,208982.3,48776.20599999999,,1675.9599999999998,565606.176
GA,2022,Q3,3502470.149999999,3041924.8,76957.76999999999,45956.20999999999,,675.02,863460.15
HI,2022,Q3,24562.640000000003,,7885.7,3910.3200000000006,,,7283.25
ID,2022,Q3,11841.85,6754.989999999999,4173.21,4485.43,0.0,254.34,6898.33
IL,2022,Q3,403368.0000000001,311943.26,25659.36,42057.43999999999,,633.2,97686.39
IN,2022,Q3,59964.080000000016,51187.2,14939.4,12705.489999999996,0.0,59.3,24977.0
IA,2022,Q3,38701.75999999998,11127.88,6154.109999999999,17323.5,,126.74,16652.02
KS,2022,Q3,7234.17,,1156.85,3790.48,0.0,205.32,3208.26
KY,2022,Q3,80292.43000000002,,6265.889999999999,8670.17,0.0,,54544.14
LA,2022,Q3,41170.380000000005,,,19786.62,,144.96,26491.78
ME,2022,Q3,75446.47999999998,30940.29,22501.65,21343.18,,184.57,23732.14
MD,2022,Q3,119054.37999999998,96009.88,11915.33,14928.029999999995,,783.01,36585.94
MA,2022,Q3,150279.34399999998,89113.13000000002,28240.91,22831.141,,346.99,48185.998
MI,2022,Q3,307471.8099999999,205909.83,52530.00000000001,45278.27,,1752.81,120809.92
MN,2022,Q3,289110.31000000006,217402.55,30542.42,31702.480000000003,,491.64,76269.07
MS,2022,Q3,4268.57,,,2697.92,0.0,,5322.63
MO,2022,Q3,,,,13180.580000000004,,617.0400000000001,
MT,2022,Q3,40015.26,15044.14,8217.529999999999,13500.500000000004,0.0,759.41,14920.74
NE,2022,Q3,11408.920000000002,1970.63,1048.7,7253.5700000000015,0.0,,4304.74
NV,2022,Q3,19822.35,,4321.15,9145.080000000002,,,3886.14
NH,2022,Q3,,,,17215.149999999998,,394.28,
NJ,2022,Q3,1157551.059,1276950.211,,32444.381999999987,,288.80500000000006,
NM,2022,Q3,27156.73,12573.46,6475.610000000001,6037.290000000001,0.0,361.69,14936.43
NY,2022,Q3,2531158.899999999,2139618.38,97576.74999999996,89583.06999999996,,2333.83,672009.16
NC,2022,Q3,426086.12000000005,298958.55000000005,54519.66,50399.63999999999,,554.47,162245.69
ND,2022,Q3,4425.6,0.0,0.0,4006.59,0.0,,1711.22
OH,2022,Q3,4717208.982000004,4146085.62,288941.3760000001,38921.256,,1160.68,975240.17
OK,2022,Q3,18936.42,,1097.09,11624.72,0.0,529.4700000000001,9893.67
OR,2022,Q3,432864.7300000003,263021.45,58328.92,43316.999,942.13,241.51,90815.198
PA,2022,Q3,1923518.41,1564279.2700000007,189300.666,28788.43000000001,,1944.53,530548.9
RI,2022,Q3,23822.07,11405.47,3477.0,9421.4,0.0,,8405.55000000001
SC,2022,Q3,,,1852.94,15514.009999999997,,66.64,
SD,2022,Q3,4304.66,,,3727.18,0.0,,2267.65
TN,2022,Q3,507579.66,408786.19000000006,6312.259999999999,25420.480000000007,0.0,858.38,231022.01
TX,2022,Q3,5003324.019999999,4429137.829999999,215243.46,52328.14000000003,,2247.355,990920.495
UT,2022,Q3,42571.47,15004.579999999998,8658.38,11954.71,0.0,,16797.09
VT,2022,Q3,84207.27,52034.130000000005,14733.64,9433.56,0.0,48.470000000000006,17747.01
VA,2022,Q3,3918899.94,3257912.91,204474.8,49370.11999999998,,641.36,730197.45
WA,2022,Q3,173138.67600000004,64410.78000000001,43887.52,44279.85600000002,,715.53,47917.55
WV,2022,Q3,2836.85,,322.44,2385.9700000000003,0.0,,1486.54
WI,2022,Q3,2709053.2399999998,2397062.6100000003,,55173.87,4605.2300000000005,2840.38,802202.21
WY,2022,Q3,17749.224000000002,6051.2,5161.34,4613.099999999999,,367.504,6818.66
AL,2022,Q4,11228.97,1991.12,1368.6,8264.51,0.0,,7021.4
AK,2022,Q4,32322.09999999999,,7575.6,9564.749999999996,0.0,152.36,16166.61
AZ,2022,Q4,,,12938.28,13164.12,0.0,620.94,280657.88
AR,2022,Q4,12355.19,,,7981.95,0.0,,5552.24
CA,2022,Q4,3188829.3600000003,2421410.0700000003,287465.96,119171.94000000005,85814.44,2507.4,1050341.63
CO,2022,Q4,4653417.958000001,3859903.093,348084.4229999999,39697.74000000002,,2373.836,1494241.548
CT,2022,Q4,38838.43,22321.83,5083.19,12491.415,,131.53,20583.785
DE,2022,Q4,,,,4325.39,,407.56,
DC,2022,Q4,9666.09,,,5945.585999999999,0.0,0.0,
FL,2022,Q4,,,243686.35000000003,45426.129000000015,,1310.89,492518.762
GA,2022,Q4,3473697.2900000005,3066867.900000001,89894.54000000001,39555.20999999999,,838.07,791368.17
HI,2022,Q4,20158.6,,8946.21,3545.26,0.0,,5521.0
ID,2022,Q4,8863.580000000002,5983.139999999999,3575.93,3547.49,0.0,173.20999999999998,6642.15
IL,2022,Q4,288761.04000000004,250193.16999999995,26229.53,28990.060000000005,,569.96,72237.82
IN,2022,Q4,51352.44,43089.77,13466.73,10431.53,0.0,46.2,22096.47
IA,2022,Q4,31693.04,11241.09,7037.789999999999,9216.38,,112.79,16501.86
KS,2022,Q4,6514.59,,966.4299999999998,3330.299999999999,0.0,210.43,2731.29
KY,2022,Q4,55983.14,,5255.070000000001,5511.890000000001,0.0,,47528.73
LA,2022,Q4,44097.69,,,23478.42,,193.446,25229.5
ME,2022,Q4,61556.19000000001,21328.2,21086.52,18022.590000000007,0.0,155.79,19877.24
MD,2022,Q4,91736.65,75869.51,10318.99,14391.179999999998,,649.29,31048.263
MA,2022,Q4,89843.62999999998,46167.36,24914.41,20386.4,,387.36000000000007,34308.28
MI,2022,Q4,279645.22999999986,169112.29000000007,47423.630000000005,41752.09,609.2800000000001,1347.91,127398.97
MN,2022,Q4,316163.31,264397.94,20868.73,24171.26,,314.41,64040.77
MS,2022,Q4,3749.89,,,2056.55,0.0,,
MO,2022,Q4,,,,12457.97,,,
MT,2022,Q4,35209.9,15569.51,8620.18,8515.44,0.0,480.86,14942.15
NE,2022,Q4,9257.63,,954.013,6720.76,,31.54,3772.041
NV,2022,Q4,13142.74,,,6252.67,,0.0,3067.17
NH,2022,Q4,,,,13838.29,0.0,356.15,
NJ,2022,Q4,745061.23,759980.23,,22668.26,,317.54,207792.945
NM,2022,Q4,24904.29,12082.32,5885.52,5832.7,0.0,135.65,14804.58
NY,2022,Q4,1730718.8600000003,1528704.1500000008,81989.30000000002,35375.919999999984,5650.38,2036.56,593173.98
NC,2022,Q4,397649.0700000001,291423.9,57542.08,42278.48000000001,,1270.51,132576.06
ND,2022,Q4,3646.9,0.0,0.0,3325.08,0.0,47.65,1525.55
OH,2022,Q4,3698400.7400000007,3484545.69,271039.27600000007,32759.489999999976,,1323.856,653787.868
OK,2022,Q4,14363.44,,940.18,9825.63,0.0,464.46,7812.91
OR,2022,Q4,322670.84999999986,186919.4400000001,51739.660000000025,32198.0,349.96000000000004,318.51,84817.766
PA,2022,Q4,1138312.648,978650.9399999998,135745.538,22737.36000000001,,1748.68,410280.45
RI,2022,Q4,16470.309999999998,5287.87,1811.7200000000005,10012.67,0.0,,5757.18
SC,2022,Q4,,,1781.24,12434.469999999996,0.0,44.06,
SD,2022,Q4,2867.54,,,2131.59,0.0,12.01,2366.87
